id,question,choice_1,answer_1,choice_2,answer_2,choice_3,answer_3,choice_4,answer_4,choice_5,answer_5,media_exist,media_name,description
587,Mexanik transport vositasi shatakka olinganda egiluvchan ulagich qanday belgilanishi kerak?,"Qizil va oq rangli chiziqlar tushirilgan, yorugʻlik qaytaradigan yuzali, bayroqchalar yoki taxtachalar bilan",True,Transport vositasi orqasiga mustahkamlangan falokat to'xtash belgisi bilan belgilanishi kerak,False,"Transport vositasi oldi tomoni oq rangli, orqasi qizil rangli fonarlar bilan belgilanishi kerak",False,,,,,False,1,"YHQ 24-bo'lim 144-bandiga muvofiq, transport vositalarini oʻzaro ulash uchun uzunligi 4-6 metrdan iborat egiluvchan ulagich (tross, arqon, zanjir va shu kabilar) qoʻllanilib, har bir metr masofada YHQning 177-bandida ko'rsatilganidek, oq va qizil rangdagi chiziqli bayroqcha yoki taxtakach bilan belgilanadi."
588,Qayerda transport vositalarining to'xtashi va to'xtab turishi taqiqlanadi?,Transport vositalari va piyodalarning harakati serqatnov joylarda,False,"Ko'priklarda, estakadalarda va osma yo'llarda, uchtadan kam harakatlanish bo'lagi bo'lganda",True,"Qatnov qismlari kesishmasi chetida 15 metrdan kamroq, masofa qolganda",False,,,,,False,1,"YHQ 13-bobi 91-bandi 3-xatboshiga asosan, quyidagi joylarda to'xtash taqiqlanadi: bir yo'nalishda harakatlanish uchun uchtadan kam bo'lagi bo'lgan ko'priklar, osma yo'l (estakada)lar osma ko'priklar va ularning ostida."
589,Tormoz tizimi ishlamayotgan transport vositasini shatakka olish mumkinmi?,"Agar shatakka olgan transport vositasining haqiqiy vazni shatakka olinuvchi transport vaznidan ikki barobar ortiq bo'lsa, qattiq ulagich yordamida yoki qisman ortish usuli bilan",True,Faqat qattiq ulagichda,False,Agar shatakka olingan transport vositasida haydovchi bo'lsa har qanday usul bilan,False,Faqat unga qisman ortish usuli bilan,False,,,False,1,"YHQ 24-bo'lim 145-bandi 4-xatboshiga asosan, quyidagi hollarda shatakka olish taqiqlanadi: tormoz tizimi ishlamayotgan transport vositasining xaqiqiy vazni shatakka olgan transport vositasining xaqiqiy vazni yarmidan ortiq bo'lsa (xaqiyqiy vazni kam bo'lgan transport vositasini faqat qattiq ulagich yordamida yoki qisman ortish yo'li bilan shatakka olishga yo'l qo'yiladi)."
590,Mexanik transport vositalaridan foydalanish qanday shartlarda taqiqlanadi?,Yurgizgich ishida nuqson bo'lganda,False,Uzatma qutisida shovqin bo'lganda,False,Davlat davriy texnik ko'rigidan belgilangan tartibda o'tmaganda,True,,,,,False,1,"YHQ 29-bobi 179-bandi 3-xatboshiga asosan, quyidagi hollarda transport vositalaridan foydalanish taqiqlanadi transport vositalari davlat texnik ko'rigidan o'tmagan, shuningdek, tegishli ruxsatsiz qayta jihozlangan bo'lsa."
591,Qora avtomobil chorrahani nechinchi boʻlib kesib o'tadi?,Birinchi,False,Ikkinchi,True,Oxirgi,False,,,,,True,591,"YHQ 6-boʻlim 26-bandiga muvofiq, xaydovchilar ko'k rangli chiroq-mayoqcha yoki ko'k qizil chiroq mayoqcha va maxsus tovushli ishoralarni yoqqan holda yaqinlashib kelayotgan transport vositalariga, shuningdek, ularning kuzatuvidagi yaqinni yorituvchi chiroqlari yoqilgan transport vositalariga yo'l berishlari kerak. YHQ 16-bobi 107-bandiga muvofiq, chapga burilishda yoki qayrilib olishda relssiz transport vositasining haydovchisi teng ahamiyatli yoʻldan qarama-qarshi yo'nalishdan to'g'riga yoki o'ngga harakatlanayotgan, shuningdek, ruxsat etilgan hollarda quvib o'tayotgan transport vositalariga yo'l berishi shart. Bu qoidaga tramvay haydovchilari ham o'zaro amal qilishlari kerak."
592,Harakat qaysi yo'nalishda ruxsat etilgan?,Faqat to'g'riga,False,To'g'ri va o'ngga,False,"To'g'riga, o'ngga va chapga",True,Barcha yo'nalishlarga,False,,,True,592,YHQ 1-ilovasining 5-boʻlim 5.5 «Bir tomonlama harakatli yo'l» belgisi tor ko'cha va yo'llarda harakat xavfsizligini ta'minlash maqsadida transport vositalarining harakatini yoʻlning qatnov qismi boʻyicha bir tomonlama joriy etish uchun qo'llaniladi.
593,Bu belgida qaysi avtomobilga harakatlanishga ruxsat etilgan?,Haqiqiy vazni 12 t boʻlgan ikki oʻqli yuk avtomobiliga,False,Haqiqiy vazni 12 t boʻlgan uch o'qli yuk avtomobiliga,True,,,,,,,True,593,"YHQ 1-ilovasining 3-bo'limidagi 3.12 belgisi talabiga muvofiq, «O'qqa tushadigan og'irlik cheklangan qoplamasi yupqa bo'lgan avtomobil yo'llariga og'ir yuk mashinalari zarar yetkazmasligi uchun, bitta o'qqa tushadigan og'irlik yo'l belgisida ko'rsatilganidan yuqori bo'lsa, bunday avtomobillarning harakatlanishi taqiqlanadi."
594,Chorrahani ikkinchi boʻlib kim kesib o'tadi?,Ko'k avtomobil,True,Yashil avtomobil,False,Qizil avtomobil,False,,,,,True,594,"YHQ 16-bobi 105-bandiga muvofiq, teng ahamiyatga ega boʻlgan yoʻllar kesishgan chorrahada relssiz transport vositasining haydovchisi o'ng tomondan yaqinlashib kelayotgan transport vositalariga yo'l berishi shart. Bu qoidaga tramvay haydovchilari ham o'zaro amal qilishlari kerak. Bunday chorrahalarda, keyingi harakat yo'nalishidan qat'i nazar, tramvay relssiz transport vositalariga nisbatan oldin o'tish huquqiga ega bo'ladi."
595,Svetoforning qizil va sariq yoritgichlaridagi yo'naltirgichlar izi nima haqda axborot beradi?,Svetoforning yashil yoritgichi yoqilganda harakatlanishning ruxsat etilgan yo'nalishlari haqida,True,Svetoforning qizil va sariq yoritgichlarida harakatlanishning ruxsat etilgan yo'nalishlari haqida,False,,,,,,,True,595,"YHQ 7-bobi 32-bandning 1-xatboshiga asosan, svetoforning qizil, sariq va yashil chiroqlariga tushirilgan yo'naltirgich izlari bu ishoralarning ma'nosini oʻzgartirmaydi, balki u svetoforning yashil chirog'i yonganida ruxsat etilgan harakat yo'nalishini ko'rsatadi. Bu svetoforlar harakatlanishi ko'p yo'nalishli chorrahalarda har bir yo'nalish uchun alohida qo'llanilishi mumkin."
596,Yuk avtomobili kuzovida yo'lovchilar tashishda ularning soni qanday belgilanadi?,Ma'muriyatning ko'rsatmasi bilan,False,Tashishning zarurligi bilan,False,Jihozlangan o'rindiqlarning soni bilan,True,Haydovchining qarori bilan,False,,,False,1,"YHQ 26-bobi 154-bandiga muvofiq, tashiladigan odamlar soni jihozlangan oʻrindiqlar sonidan oshmasligi kerak."
597,Qaysi avtomobilning haydovchisi to'xtab turish qoidalarini buzmadi?,Qizil,False,Sariq,False,Har ikkisi buzgan,False,Hech kim buzmadi,True,,,True,597,"YHQ 13-bobi 88-bandi 2-xatboshiga muvofiq, aholi punktlarida yo'lning chap tomonida to'xtash va to'xtab turishga har yo'nalishda bittadan harakatlanish bo'lagi boʻlgan va o'rtada tramvay izi boʻlmagan hamda harakat faqat bir tomonlama bo'lgan yo'llarda ruxsat etiladi."
598,Avtobuslarda bolalar guruhini tashkiliy ravishda tashishda qanday hollarda kunning yorug' vaqtida yaqinni yorituvchi fara chiroqlari yoqib qo'yilishi kerak?,Faqat koʻrinish yetarli bo'lmagan sharoitlarda,False,Faqat harakat serqatnov bo'lganda,False,Haydovchining xohishiga ko'ra,False,Tashish amalga oshirilayotganda barcha hollarda,True,,,False,1,"YHQ 23-bobi 138-bandi 3-xatboshiga muvofiq, kunning yorugʻ vaqtida quyidagi hollarda yaqinni yorituvchi faralar yoqilishi kerak: avtobusda bolalar guruhini tashkiliy tashishda"
599,Qishda boldirga qon to'xtatadigan jgutni qancha muddatga qo'yish mumkin?,2 soatdan ko'p bo'lmagan,False,3 soatdan ko'p bo'lmagan,False,1 soatdan ko'p bo'lmagan,True,,,,,False,1,Qon to'xtatish jguti yilning sovuq fasllarida bir soatdan ortiq boʻlmagan vaqtga qo'yiladi. Jgut qo'yilishi barcha quyi joylashgan to'qimalarda qon aylanishini to'xtatish bilan bogʻliq. Qon aylanishini uzoqroq vaqtga to'xtatish qo'l yoki oyoqda qon tomirlari yo'nalishi bo'yicha jgutdan quyiroq qismda halokatli o'zgarishlarga olib keladi.
600,M2; M3 toifadagi avtotransport vositalarining shina protektori naqshlarining balandligi quyidagilardan kam boʻlmasligi kerak:,"0,8 mm",False,"1,0 mm",False,"1,6 mm",False,"2,0 mm",True,"2,5 mm",False,False,1,"YHQ 3-ilovasining 5.1-bandi 3-xatboshiga asosan, binoan M2; M3 toifadagi avtotransport vositalari uchun-2,0 mm.dan kam bo'lmasligi kerak."
601,Yoʻlda harakatlanishni «tartibga solish uchun vakolatli shaxsda o'zi bilan bo'lishi kerak:,Tegishli guvohnoma va taniqlik belgisi – qo'l bog'ichi,False,Jezi,False,Qizil chiroq (yorugʻlik qaytargich) gardish yoki bayroqcha,False,Barcha sanab o'tilgan belgilari,True,,,False,1,"YHQ 1-bobi 6-bandi 33-izohga ko'ra, Davlat yo'l harakati xavfsizligi va Oʻzbekiston Respublikasi Ichki ishlar vazirligi, harbiy avtomobil nazorati organlari xodimi o'z xizmat vazifalarini bajarayotganda, tartibga soluvchining maxsus kiyimi va (yoki) taniqlik belgisi (qoʻl bogʻichi, jezl, qizil ishorali yorug'lik qaytargich, qizil chiroq yoki bayroqcha)ga ega boʻlishi shart."
602,Qaysi belgi qayrilishga ruxsat etadi?,1,False,2,True,3,False,4,False,5,False,True,602,YHQ 1-ilovasining 3-bo'limidagi 3.18.2 «Chapga burilish taqiqlanadi» belgisi o'rnatilgan joydan orqaga qayrilish ruxsat etiladi.
603,"Agar avtomobilning balandligi (yuki bilan yoki yuksiz) belgida ko'rsatilganidan ortiq bo'lsa, haydovchi:",Avtoxo'jalik rahbaridan yurishga ruxsat olishi kerak,False,DYHX xodimidan yurishga ruxsatnoma olishi kerak,False,Boshqa yo'nalish bo'yicha yo'l qismini aylanib o'tishi kerak,True,,,,,True,603,"YHQ 1-ilovasining 3-boʻlimidagi 3.13 «Cheklangan balandlik» belgisi talabiga muvofiq, gabarit balandligi (yuk bilan yoki yuksiz) belgida ko'rsatilgandan ortiq bo'lgan transport vositalarining harakatlanishi taqiqlanadi."
604,Avtomobillar chorrahani quyidagi tartibda kesib o'tadilar:,"Qizil, ko'k, yashil",False,"Yashil, ko'k, qizil",True,"Yashil ayni vaqtda qizil bilan, ko'k",False,,,,,True,604,"YHQ 16-bobi 105-bandiga muvofiq, teng ahamiyatga ega boʻlgan yoʻllar kesishgan chorrahada relssiz transport vositasining haydovchisi o'ngdan kelayotgan transport vositalariga yo'l berishi shart. Bu qoidaga tramvay haydovchilari ham oʻzaro amal qilishlari kerak. Bunday chorrahalarda, keyingi harakat yo'nalishidan qat'i nazar, tramvay relssiz transport vositalariga nisbatan oldin o'tish huquqiga ega bo'ladi."
605,Harakatlanishda ustunlikka ega:,Asosiy yo'l bo'yicha chorrahaga chiqayotgan avtobusning haydovchisi,False,Chorrahada qayrilishni tugallayotgan yengil avtomobilning haydovchisi,True,Svetoforning ruxsat etuvchi ishorasida chorrahaga chiqqan avtobus haydovchisi,False,,,,,True,605,"YHQ 15-bobi 102-bandiga muvofiq, svetoforning ruxsat etuvchi ishorasida chorrahaga kirgan haydovchi, undan chiqishdagi svetofor ishorasidan qat'i nazar, belgilangan yo'nalishda harakatini davom ettirishi kerak. Biroq chorrahada haydovchining yuradigan yo'lida joylashgan svetoforlar oldida to'xtash chiziqlari (yoki 5.33 belgisi) bo'lsa, u har bir svetofor ishorasiga amal qilishi shart. YHQ 15-bo'lim 103-bandiga muvofiq, svetoforning ruxsat beruvchi ishorasi yonganda haydovchi chorraha orqali harakatlanishni tugallayotgan transport vositalari va qatnov qismidan tegishli yo'nalishda o'tishni tugallayotgan piyodalarga yoʻl berishi shart."
606,Yo'l belgilari va chiziqlarning ma'nolari bir-birini inkor etganda haydovchi qaysi biriga rioya etishi kerak?,Yo'l chiziqlariga,False,Yo'l belgilariga,True,,,,,,,False,1,"YHQ 2-ilovasining 1-boʻlimi 7-xatboshiga muvofiq, haydovchilar belgilarga rioya qilishi kerak"
607,Qaysi transport vositasining haydovchisi quvib o'tishni to'g'ri bajaryapti?,Yuk avtomobilining haydovchisi,True,Yengil avtomobilning haydovchisi,False,Har ikkisi to'g'ri,False,Har ikkisi noto'g'ri,False,,,True,607,"YHQ 10-bobining 66-bandiga muvofiq, harakat ikki tomonlama boʻlgan uchta boʻlakli (1.9 chizig'i bilan belgilangandan tashqari) yo'llarda o'rta bo'lakka faqat quvib o'tish, chapga burilish, qayrilib olish va aylanib o'tish uchungina chiqishga ruxsat etiladi. Qarama-qarshi yo'nalishdagi harakatlanish uchun mo'ljallangan chetki chap bo'lakka chiqish taqiqlanadi"
608,Sun'iy yoritilgan tonellarda harakatlanayotganda qoidalar haydovchiga qanday majburiyat yuklaydi:,Majburiy to'xtash yoritgichini yoqishni,False,40 km/soatdan oshmaydigan tezlik bilan harakatlanishni,False,Tovushli xabar berishni,False,Faralarning yaqinni yorituvchi chiroqlarini yoqishni,True,,,False,1,"YHQ 23-bobi 134-bandi 1-xatboshiga muvofiq, qorong'i vaqtda va yetarlicha koʻrinmaydigan sharoitda, shuningdek, tonellarda, sun'iy yoritilgan ko'chalarda barcha harakatlanayotgan transport vositalarida uzoqni yoki yaqinni yorituvchi chiroqlar yoqilgan bo'lishi shart."
609,Avtomobil haydovchisi sirpanib ketishning xavfli oqibatlari oldini olish uchun quyidagi amalni bajarishga majbur:,Tormoz pedalini qattiq bosishga,False,Ulagich pedalini bosishga,False,Boshlangan tormoz berishni to'xtatishga,True,,,,,False,1,"Avtomobilning sirpanchiq yo'lda sirpanishi orqa g'ildiraklarining blokirovkasi sababli vujudga keladi. Bu holda birinchi navbatda surilish sababini bartaraf etish, ya'ni boshlangan tormozlanishni to'xtatish lozim. Keyinchalik rul chambaragini surilish tomon burib, harakat yo'nalishini to'g'rilab olish mumkin."
610,Qaysi belgi yoʻl boshi yoki oxirigacha boʻlgan masofani bildiradi?,1,True,2,False,3,False,4,False,5,False,True,610,YHQ 1-ilovasining 5-boʻlimidagi 5.28 «Kilometr belgisi» belgi yo'lning boshi yoki oxirigacha bo'lgan masofani bildiradit(km).
611,Yoʻl burilishlarida avtomobilning markazdan qochirma kuchi qanday hollarda oshadi?,Burilish radiusi ko'payishi bilan,False,Harakat tezligi ortishi bilan,True,Harakat tezligi pasayishi bilan,False,,,,,False,1,Inersiya (markazdan qochirma) kuchi avtomobilning burilish bo'ylab harakatida vujudga keladi. Bu holda u burilish markazidan qarama qarshi yo'nalish tomon yo'naltirilgan va harakat tezligi kattalashishi hamda burilish radiusi kamayishi bilan ko'payadi.
612,Belgilardan qaysi birining belgilangan yo'nalishdagi transport vositalariga daxli yo'q?,1,False,2,False,3,False,4,True,5,False,True,1,YHQ 1-ilovasining 3-boʻlimidagi 3.27. «Toʻxtash taqiqlangan» belgisi belgilangan yo'nalishli transport vositalaridan boshqa barcha transport vositalarining to'xtashini taqiqlaydi.
613,Bu joyda qayrilishga ruxsat etiladimi?,Ruxsat etiladi,False,Taqiqlanadi,True,,,,,,,True,613,"YHQ 2-ilovasining 1-bo'lim 1.3 chizig'i yo'lning o'rtasida chizilgan parallel ikki sidirg'a oq chiziq to'rt va undan ko'p boʻlakli yoʻllarda qarama-qarshi yo'nalishdagi transport vositalarining oqimini ajratadi. 1.1 va 1.3 chiziqlarini kesib o'tish taqiqlanadi, 1.1 chizig'i yoʻlning qatnov qismi chetini bildirsa, bundan mustasno."
614,Avtomobillar chorrahani quyidagi tartibda kesib o'tadi:,Koʻk; yashil; qizil,False,Qizil; ko'k; yashil,True,"Yashil, qizil; ko'k",False,,,,,True,614,"YHQ 16-bobi 104-bandiga muvofiq, teng ahamiyatga ega bo'lmagan yo'llar kesishgan chorrahada, keyingi harakat yoʻnalishidan qat'i nazar, asosiy yoʻldan kelayotgan transport vositasiga ikkinchi darajali yo'ldan kelayotgan transport vositasining haydovchisi yo'l berishi kerak. YHQ 16-bobi 107-bandiga muvofiq, chapga burilishda yoki qayrilib olishda relssiz transport vositasining haydovchisi teng ahamiyatli yo'ldan qarama-qarshi yo'nalishdan toʻgʻriga yoki o'ngga harakatlanayotgan, shuningdek, ruxsat etilgan hollarda quvib o'tayotgan transport vositalariga yo'l berishi shart. Bu qoidaga tramvay haydovchilari ham o'zaro amal qilishlari kerak."
615,Qizil avtomobilning haydovchisiga shu vaziyatda piyodalar o'tish joyi orqali harakatlanishni davom ettirishga ruxsat etiladimi?,Ruxsat etiladi,False,Taqiqlanadi,True,,,,,,,True,615,"YHQ 17-bobi 110-bandiga muvofiq, agar tartibga solinmagan piyodalar o'tish joyi oldida transport vositasi harakatni sekinlashtirsa yoki to'xtasa, qo'shni bo'laklarda harakatlanayotgan boshqa haydovchilar bu transport vositasi oldida piyodalar yo'qligiga ishonch hosil qilganlaridan so'nggina harakatlanishni davom ettirishlari mumkin."
616,Tartibga soluvchining hushtak ishorasi xizmat qiladi:,Harakat ishtirokchilarining e'tiborini jalb etish uchun,True,Zarur hollarda «QoʻIni yuqoriga ko'tarish» ishorasining o'rnini bosish uchun,False,Harakat ishtirokchilarining e'tiborini jalb etish uchun,False,,,,,False,1,"YHQ 7-bobi 40-bandiga muvofiq, yo'l harakati qatnashchilarining e'tiborini jalb etish uchun hushtak bilan qo'shimcha ishora berilishi mumkin."
617,Sanab o'tilgan joylardan qaysi birida transport vositalarining to'xtashi va to'xtab turishi btaqiqlanmaydi?,"Ko'priklarda, osma yoʻllarda bir yo'nalishdagi harakatlanish uchun uchtadan ko'p bo'lak bo'lganda",False,Kesishadigan qatnov qismlarining chetiga 15 metrdan yaqin qolganda,False,Barcha ko'rsatilgan joylarda,True,,,,,False,1,"YHQ 13-bobi 91-bandi 3-xatboshiga asosan, quyidagi joylarda to'xtash taqiqlanadi: bir yo'nalishda harakatlanish uchun uchtadan kam bo'lagi boʻlgan ko'priklar, osma yo'l (estakada)lar osma ko'priklar va ularning ostida; qatnov qismlari kesishmalarida va kesilayotgan qatnov qismi chetiga 5 metrdan kamroq masofa qolganda."
618,Quvib oʻtilayotgan transport vositasining haydovchisiga nima taqiqlanadi?,40 km/soatdan ortiq tezlik bilan harakat qilish,False,Oʻz transport vositasining harakat tezligini kamaytirish bilan quvib o'tishga to'sqinlik qilish,False,Harakat tezligini oshirish yoki boshqa xatti-harakatlar bilan quvib o'tishga to'sqinlik qilish,True,,,,,False,1,"YHQ 12-bobi 83-bandiga muvofiq, quvib o'tilayotgan transport vositasining haydovchisiga harakat tezligini oshirish yoki boshqa xatti-harakatlar bilan quvib o'tishga to'sqinlik qilish taqiqlanadi."
619,Koʻkrak qafasining ko'p qismi jarohatlanganda uni qayerdan boshlab bint bilan bog'lash kerak?,Ko'krak qafasining o'rtasidan,False,Ko'krak qafasining quyi qismidan,True,Qo'ltiq ostidan,False,,,,,False,1,Ko'krak qafasining keng yaralanishida jabrlanuvchiga tarang bog'ich bog'lanadi. Ko'krak qafasining quyiroq qismlaridan boshlab bint o'raladi. Nafas chiqarish paytida mustahkamlanadi.
620,Sanab o'tilgan hollardan qaysi birida transport vositalaridan foydalanishga ruxsat etiladi?,Shinalar oʻlchami va yo'l qo'yiladigan bosimi boʻyicha transport vositasining rusumiga mos emas,False,Transport vositasining bitta o'qiga diagonal shinalar radial shinalar bilan birga o'rnatilgan,False,M1 toifadagi avtotransport vositalarining oldingi o'qiga birinchi toifada ta'mirlangan shinalar oʻrnatilgan,True,,,,,False,1,"YHQ 3-ilovasining 5-boʻlimidagi 5.7 bandiga muvofiq, transport vositalaridan foydalanishni ta'qiqlovchi shartlar: M1, M2, M3 toifalarni I klassidagi avtotransport vositalarini oldingi o'qiga ikkinchi ta'mirlash klassi bo'yicha qayta tiklangan shinalar o'rnatilgan bo'lsa,"
621,Reaksiya va diqqatni pasaytiruvchi dori-darmonlar ta'sirida bo'lgan haydovchiga transport vositalarini boshqarishiga ruxsat etiladimi?,Taqiqlanadi,True,Ruxsat etiladi,False,"Agar haydovchining ishlagan davri 2 yildan ortiq boʻlsa, ruxsat etiladi",False,,,,,False,1,"YHQ 2-bobi 12-bandi 1-xatboshiga muvofiq, haydovchilarga quyidagilar taqiqlanadi: transport vositasini har qanday mastlik (alkogol, narkotik modda va boshqalar) holatida, sezgirlik va e'tiborni susaytiradigan dori-darmonlar ta'sirida, yo'l harakati xavfsizligiga tahdid soladigan darajadagi charchoqlik va betoblikda boshqarish."
622,Bu belgida ko'k fon bilan ajratilgan aholi punkti nimani bildiradi?,"Bu manzil shu aholi punktidan tashqarida joylashganini va u manzilga avtomagistral boʻlmagan, boshqa yo'l orqali borilishni",True,Ko'rsatilgan aholi punktiga harakatlanish avtomagistral bo'ylab amalga oshiriladi,False,Ko'rsatilgan manzil mazkur aholi punktida joylashgan,False,,,,,True,622,"YHQ 1-ilovasining 5-boʻlimi 5.21.1 belgi «Yo'nalish ko'rsatkichi» belgisi bo'lib, manzil tomon burilish joyida oʻrnatilib, qancha kilometr masofa qolganini ko'rsatadi; 5.20.1, 5.20.2., 5.21.1., 5.21.2. belgilariga izoh: aholi punktlaridan tashqaridagi yashil yoki ko'k fonli belgilar ko'rsatilgan aholi yashash hududi yoki ob'ektga shu avtomagistraldan yoki boshqa yo'ldan borilishini bildiradi. Oq fonlisi esa ko'rsatilgan ob'ekt shu hududda joylashganini bildiradi."
623,Quyidagi chiziq nimani bildiradi?,Yo'lni kesib o'tuvchi piyodalarni o'tkazib yuborish uchun to'xtash majburiy bo'lgan joy,False,Velosiped yoʻlkasi yo'lni kesib o'tuvchi joyi,True,Boshqarilmaydigan piyodalar o'tish joyi,False,,,,,True,623,YHQ 2-ilovasining 1-boʻlimidagi 1.15 chizig'i yo'lning velosiped yoʻlkasi kesib o'tgan joyini bildiradi.
